cmc,alpha,beta,kappa,rep,mid_ps2_dip,mid_ps2_trough,L2
0.2,1.25,2.347222222222222,17.5,0,0.2782505055689236,0.09458406385255946,0.0015218450615157209
0.2,1.25,2.347222222222222,17.5,1,0.27317035212906454,0.08449093217634936,0.002308834198719827
0.2,1.25,2.347222222222222,17.5,2,0.286604774818638,0.08700999523064437,0.0012617038976751762
0.2,1.25,2.347222222222222,17.5,3,0.28237855300894715,0.07565415742295117,0.0021437325739723408
0.2,1.25,2.347222222222222,17.5,4,0.2556478333295595,0.08761043667127355,0.003921090941198909
0.2,1.25,2.347222222222222,17.5,5,0.2899406701778563,0.08107729486611683,0.001382838143306623
0.2,1.25,2.347222222222222,17.5,6,0.2734540473490771,0.0861015107234849,0.0022091110401684837
0.2,1.25,2.347222222222222,18.75,0,0.2720237028006604,0.09049855920218713,0.0021465391353615994
0.2,1.25,2.347222222222222,18.75,1,0.29386431211181946,0.08175895232312348,0.0011679062931522607
0.2,1.25,2.347222222222222,18.75,2,0.29440832216021157,0.08031194348302727,0.0012266801051388672
0.2,1.25,2.347222222222222,18.75,3,0.27656014412145485,0.08092325796278493,0.0022277361075090964
0.2,1.25,2.347222222222222,18.75,4,0.2575219405478647,0.0935559611080213,0.0034850175962280157
0.2,1.25,2.347222222222222,18.75,5,0.2738077077186825,0.08546514577279223,0.0022097520146040902
0.2,1.25,2.347222222222222,18.75,6,0.2771626176487975,0.08277908056914357,0.002081616736639351
0.2,1.25,2.5277777777777777,11.25,0,0.29963153853803826,0.0903259844497046,0.0005697900030185158
0.2,1.25,2.5277777777777777,11.25,1,0.2592957971110774,0.07515896281319673,0.004192719814479931
0.2,1.25,2.5277777777777777,11.25,2,0.28672459105721854,0.07722645233864571,0.0017810316729270973
0.2,1.25,2.5277777777777777,11.25,3,0.2736163687549644,0.07575918683155972,0.0027764229638792023
0.2,1.25,2.5277777777777777,11.25,4,0.2839016872209518,0.08374752320058378,0.0015739443294295176
0.2,1.25,2.5277777777777777,11.25,5,0.2926126263738052,0.0853759272415031,0.0010371539379514033
0.2,1.25,2.5277777777777777,11.25,6,0.2703516090046067,0.07040266163806948,0.0034388349561074783
0.2,1.25,2.5277777777777777,12.5,0,0.27043943727691977,0.0841826992102808,0.002557231605961884
0.2,1.25,2.5277777777777777,12.5,1,0.279340085154096,0.07576457657069093,0.002340812982496689
0.2,1.25,2.5277777777777777,12.5,2,0.2993869983375254,0.07656062944280075,0.0012807155813972456
0.2,1.25,2.5277777777777777,12.5,3,0.28850038813917456,0.08164952376121314,0.00142402836740202
0.2,1.25,2.5277777777777777,12.5,4,0.2905808019245708,0.07469132820803791,0.001749212996700191
0.2,1.25,2.5277777777777777,12.5,5,0.2886688897997173,0.07988430240033942,0.0015149701008940312
0.2,1.25,2.5277777777777777,12.5,6,0.278532817339594,0.07930788777266848,0.0021752597570474596
0.2,1.25,2.5277777777777777,13.75,0,0.27530743302991306,0.0750264011445973,0.0026902627248925693
0.2,1.25,2.5277777777777777,13.75,1,0.28874678750107136,0.07072263912595766,0.0021283843094966415
0.2,1.25,2.5277777777777777,13.75,2,0.2862133010673117,0.0699052336515772,0.0023285380923463214
0.2,1.25,2.5277777777777777,13.75,3,0.2602114284389735,0.07813740372292846,0.0038997488510982064
0.2,1.25,2.5277777777777777,13.75,4,0.28323862417019235,0.07632236580288648,0.0020451013954928448
0.2,1.25,2.5277777777777777,13.75,5,0.2647044015361035,0.07927392862028788,0.0033632409460493543
0.2,1.25,2.5277777777777777,13.75,6,0.27478874203474146,0.06948283096371224,0.0031385906578258495
0.2,1.25,2.5277777777777777,15.0,0,0.2757633161955703,0.08131850255020807,0.002266795973227202
0.2,1.25,2.5277777777777777,15.0,1,0.29372677173246786,0.08127598912138859,0.0012001477918523603
0.2,1.25,2.5277777777777777,15.0,2,0.28639593055574997,0.0688460189129136,0.002402180916469321
0.2,1.25,2.5277777777777777,15.0,3,0.26309593394544717,0.07521176191802983,0.00378402303962473
0.2,1.25,2.5277777777777777,15.0,4,0.26830194925465695,0.07992050581194056,0.002979876874902675
0.2,1.25,2.5277777777777777,15.0,5,0.29801698815641936,0.08373506046410621,0.0009100068491879887
0.2,1.25,2.5277777777777777,15.0,6,0.2716715119329754,0.06361597999266061,0.0038939886621338514
0.2,1.25,2.5277777777777777,16.25,0,0.2594394696724178,0.07983713341887189,0.0038821347871832762
0.2,1.25,2.5277777777777777,16.25,1,0.29174854386592597,0.08230288580989849,0.0012303646623000144
0.2,1.25,2.5277777777777777,16.25,2,0.28712641063365074,0.0818646077135851,0.0014856429093351347
0.2,1.25,2.5277777777777777,16.25,3,0.29250004967737214,0.08455158706255089,0.0010817227093581226
0.2,1.25,2.5277777777777777,16.25,4,0.291456070666045,0.08479403314105255,0.0011169515107247738
